class,particle_id,progress,theta_rad,lateral_m,x_m,y_m,outlet
live,0,0.4076923076923077,3.0892114721703607,-1.4823114196409819e-05,-0.0010793698642108014,5.6822202937675507e-05,outer
live,0,0.4115384615384615,3.118354976624798,-1.468977497302804e-05,-0.0010809190782618992,2.535189564882979e-05,outer
live,0,0.4153846153846154,3.1474984810792352,-1.4547091532491664e-05,-0.001081541290581143,-6.160533425325248e-06,outer
live,0,0.41923076923076924,3.1766419855336725,-1.4397934295033198e-05,-0.0010812382412664953,-3.768756154858938e-05,outer
live,0,0.4230769230769231,3.2057854899881097,-1.426599067851749e-05,-0.0010800332795948497,-6.920298247315531e-05,outer
live,0,0.4269230769230769,3.234928994442547,-1.4128414256950116e-05,-0.00107790400148421,-0.00010067972658393256,outer
live,0,0.4307692307692308,3.2640724988969843,-1.4005700572088154e-05,-0.0010748720368603142,-0.0001320927064557684,outer
live,0,0.4346153846153846,3.2932160033514215,-1.3823261848160093e-05,-0.0010708653309596207,-0.00016340635070402455,outer
live,0,0.43846153846153846,3.3223595078058588,-1.3637150387343004e-05,-0.0010659427000132382,-0.0001945980253518649,outer
live,0,0.4423076923076923,3.351503012260296,-1.3460986342860526e-05,-0.0010601212367528472,-0.0002256434639333336,outer
live,0,0.4461538461538462,3.3806465167147333,-1.331270480900346e-05,-0.001053422705013895,-0.0002565210245130439,outer
live,0,0.45,3.4097900211691705,-1.3158399056091104e-05,-0.0010458189011953638,-0.00028719826053267563,outer
live,0,0.45384615384615384,3.4389335256236078,-1.3037380994513305e-05,-0.001037353625756683,-0.00031765939393161923,outer
live,0,0.4576923076923077,3.468077030078045,-1.2884907769463174e-05,-0.001027971069036885,-0.0003478613760243331,outer
live,0,0.46153846153846156,3.4972205345324823,-1.273799550407508e-05,-0.001017714362053605,-0.00037778809771868573,outer
live,0,0.4653846153846154,3.5263640389869195,-1.2578227979051097e-05,-0.0010065743454304094,-0.00040740776054399224,outer
live,0,0.46923076923076923,3.5555075434413568,-1.2419272772925203e-05,-0.0009945729541455679,-0.00043669925357181207,outer
live,0,0.47307692307692306,3.584651047895794,-1.2284202268994373e-05,-0.0009817408409768264,-0.0004656471135978164,outer
live,0,0.47692307692307695,3.6137945523502313,-1.2120352354691086e-05,-0.0009680402604289611,-0.0004942051929084126,outer
live,0,0.4807692307692308,3.6429380568046685,-1.20147404764333e-05,-0.0009535603843301994,-0.0005223873533012807,outer
live,0,0.4846153846153846,3.672081561259106,-1.1820243875893203e-05,-0.0009381825914765618,-0.0005501014273872918,outer
live,0,0.48846153846153845,3.701225065713543,-1.1655060222510422e-05,-0.0009220243689248512,-0.000577378003761606,outer
live,0,0.49230769230769234,3.7303685701679803,-1.1554291884006075e-05,-0.0009051271725097205,-0.0006042148832206115,outer
live,0,0.49615384615384617,3.7595120746224175,-1.1418055277848328e-05,-0.0008874195227544223,-0.0006305370900963247,outer
live,0,0.5,3.788655579076855,-1.1285026825423572e-05,-0.0008689489071573571,-0.0006563421864727725,outer
live,0,0.5038461538461538,3.817799083531292,-1.1143758897174909e-05,-0.0008497213319626183,-0.000681601103190431,outer
live,0,0.5076923076923077,3.8469425879857293,-1.0934953623406047e-05,-0.0008297073658849994,-0.0007062537098388685,outer
